CA-3(1),System Interconnections,","","Document in Azure Architecture. Use Service Tags. Manual planning.",""
CA-4,Continuous Monitoring,Regularly monitor security.","","Enable Azure Security Center continuous assessment. Use Azure Sentinel and Secure Score.",""
CA-5,Plan of Action Updates,","","Use Azure Security Center’s workflow or Azure DevOps to track fixes. Update documents in ATO.",""
CA-6,Technical Surveillance Countermeasures,","","Not Azure-specific (facility-level).","Manual control."
CA-7,Internal System Connections,","","Use Private Link or ExpressRoute for internal connections. Document interconnects.",""
CA-8,Penetration Testing,","","Use Azure PenTest feature. Obtain Microsoft consent via Azure terms. Perform tests per Azure testing rules.",""
CM-1,Configuration Management Policy and Procedures,","","Use Azure Policy/Blueprints for baseline configurations. Document CM processes in DevOps.",""
CM-2,Baseline Configuration,Maintain secure configuration baselines.","","Apply Azure Security Benchmark via Azure Policy initiatives. Use Microsoft Defender's regulatory compliance. Automate baseline with Azure Policy definitions.",""
CM-3,Configuration Change Control,","","Use Azure DevOps pipelines for infra changes; enforce approval for production deployments. Track with Azure Monitor/Azure Policy.",""
CM-4,Security Impact Analysis,","","Use Azure DevOps release annotations; Security Center to simulate impact (What-if analysis).",""
CM-5,Access Restrictions for Change,","","Restrict who can modify resources via Azure RBAC. Use PIM for change roles.",""
CM-6,Configuration Settings,Specify and enforce settings.","","Use Azure Policy to enforce settings (e.g., TLS versions, disk encryption). Use Security Center recommendations.",""
CM-7,Least Functionality Configuration,","","Use Azure Security Benchmark to disable unused ports/services (via policies). Deploy minimal images.",""
CM-8,Information System Component Inventory,","","Use Azure Resource Graph to list assets; enforce tagging via Azure Policy.",""
CM-8(1),Automated Inventory,","","Use Azure Policy (CMA_C1234) or Azure Security Center inventory. Use Azure AD for account inventory.",""
CM-9,Configuration Management Plan,","","Document CM plan in governance docs. Use Azure DevOps or Wiki.",""
CM-10,Software Usage Restrictions,","","Use Azure AD to prevent unauthorized apps (Cloud App Security, Conditional Access).",""
CM-11,User-Installed Software,","","Limit software installs via Intune App Control or restrict local admin rights. Use Microsoft Defender Application Control on Windows 10.",""
CP-1,Contingency Planning Policy and Procedures,","","Develop organizational CP plan. Use Azure Site Recovery/Azure Backup tools; document recovery strategy.","Manual plan with Azure tools."
CP-2,Contingency Plan,","","Use Azure Site Recovery for DR, Azure Backup for data. Test failover regularly.",""
CP-2(1),Data Backup,","","Enable regular Azure Backup for VMs, SQL, storage; protect against ransomware.",""
CP-2(2),Alternate Storage,","","Use paired storage accounts or geo-redundant storage. Ensure critical data is in multiple regions.",""
CP-2(3),Recovery/Restart Plans,","","Create runbooks for recovery. Use Azure Automation for failover steps.",""
CP-3,Contingency Training,","","Train IT staff on failover. Use Azure Lab for drills. Document in SOPs.",""
CP-4,Contingency Plan Testing,","","Run Azure Site Recovery test fails, Azure Backup restore tests. Log results.",""
CP-6,Alternate Processing,","","Use Azure paired region or multi-region deployment for operational continuity.",""
CP-7,Alternate Storage Site,","","Use Azure geo-redundant or zone-redundant storage. Ensure offsite backup copies.",""
CP-7(4),Alternate Site at New Location,","","Not typically needed; Azure global infra provides failover.",""
CP-8,Telecommunications Services,","","Use redundant connectivity (Azure VPN + ExpressRoute). Peer VNets across regions.",""
CP-9,Information System Backup,","","Use Azure Backup (built-in) with immutable storage. Encrypt backups with service-managed keys.",""
IA-1,Identification and Authentication Policy and Procedures,","","Define ID/Auth policies. Use Azure AD (Entra) documentation for ID processes.",""
IA-2,Identification, Identification of authorized users.","","Use Azure AD for user accounts, enforce identity proofing by Azure AD credential policies.",""
IA-2(1),Automated Verification,","","Use Azure AD Connect health and user provisioning for automation.",""
IA-2(2),Dev/Test,","","Isolate dev/test in separate subscription. Use shared dev accounts with limited roles.",""
IA-2(3),Remote/Privileged,","","Enforce MFA for admin accounts via Conditional Access. Use break-glass admin accounts audited by PIM.",""
IA-3,Authenticator Management,","","Use Azure AD to manage passwords and keys. Enforce password policies via PIM / password hashes, rotate service keys.",""
IA-4,Identifier Management,","","Enforce strong password and rotation policies in Azure AD. Use self-service password reset with MFA.",""
IA-4(1),Strength,","","Use at least 8+ char with complexity in Azure AD. Consider password-less (FIDO2) for higher assurance.",""
IA-4(2),No Shared IDs,","","Azure AD does not allow account sharing for employees; prohibit shared credentials.",""
IA-4(3),Identifier Management Accuracy,","","Azure AD sync accurately; ensure on-prem and Azure AD identities match.",""
IA-5,Authenticator Feedback,","","N/A for Azure AD; user see feedback for failed login via Microsoft sign-in.",""
IA-5(1),Safety Checks,","","Azure AD SafeLinks and Conditional Access enforce sign-in safety (user notifications).",""
IA-5(2),Shielding Techniques,","","Use password hashing and encryption in Azure. Storage of secrets in Key Vault with RBAC, logging access.",""
IA-6,Authenticator and Identifier Storage,","","Use Microsoft-managed (Cloud) storage for credentials. For local apps, use Azure Key Vault.",""
IA-7,Authenticator Feedback,","","Azure AD does not echo entered password. No action needed.",""
IA-8,Authenticator Feedback,","","Azure authentication results do not reveal full info. Configure sign-in error messages minimally.",""
IA-9,Authenticator Strength,","","Use multi-factor (Conditional Access) and strong cryptographic keys (FIDO2, certificates).",""
IA-10,Adaptive Authentication,","","Use risk-based Conditional Access (Azure AD Identity Protection) to adapt to risk levels.",""
IR-1,Incident Response Policy and Procedures,","","Develop IR plan (outside Azure). Use Azure Sentinel or Log Analytics for playbooks.",""
IR-2,Incident Handling,","","Use Azure Sentinel for incident detection, Azure Monitor alerts, and automate responses with Logic Apps.",""
IR-2(1),Organizational Preparation,","","Set up Security Center alerts, configure Action Groups for incident workflow (email/SMS).",""
IR-3,Incident Response Testing,","","Conduct tabletop exercises, simulate attacks with Azure Security Center Attack Simulation.",""
IR-4,Incident Handling Contacts,","","Maintain contact info in Azure AD (admin contact). Azure support/DFIR contacts in documentation.",""
IR-5,Incident Monitoring,","","Monitor alerts in Azure Security Center/Sentinel. Set up dashboards for SOC.",""
IR-6,Incident Reporting,","","Automate email/ITSM notifications via Logic Apps. Use Azure Monitor action groups on alerts.",""
IR-7,Incident Assistance,","","Involve Microsoft CxO or support if needed. Document incident tickets in Azure DevOps or ITSM.",""
IR-8,Incident Response Plan,","","Document IR plan and review regularly. Not managed by Azure, but store in Azure Docs/Wiki.",""
IR-8(1),External IR Team,","","Prepare contacts (MSFT, law enforcement) as part of plan. Use Threat Intelligence (Azure Sentinel TI connectors).",""
MA-1,System Maintenance Policy and Procedures,","","Define maintenance schedule. Use Azure Update Management, document in org policies.",""
MA-2,Controlled Maintenance,","","Limit who can perform maintenance via RBAC. Log maintenance tasks in Azure Activity Log.",""
MA-3,Maintenance Tools,","","Limit provisioning of maintenance tools in resource groups. Use Azure Resource Locks.",""
MA-4,Remote Maintenance,","","Require VPN/JIT for remote maintenance. Use Azure Bastion/Just-In-Time VM access.",""
MA-5,Maintenance Personnel,","","Grant maintenance roles via PIM. Verify background of third-party on-boarding.",""
MA-6,Session Termination,","","Azure portal times out sessions by default (based on browser). Use Conditional Access to sign out idle users.",""
MA-7,SMT/SCMs,","","Not applicable at customer level (hardware).",""
MA-7(1),SMT/SCMs Protection,","","Azure-managed hardware. For devices, ensure secure boot is enabled in VM/UEFI.",""
MP-1,Media Protection Policy and Procedures,","","Define media handling policies. For Azure, use encryption.",""
MP-2,Media Access,","","Restrict backup/data access via Azure RBAC. Use RBAC and network controls on storage.",""
MP-3,Media Marking,","","Apply labels in data governance tools (Azure Purview) not at Azure storage level.",""
MP-4,Media Storage,","","Encrypt all media at rest (Azure Storage Service Encryption, BitLocker). Use MTs/SMTs disabled on HSM keys as needed.",""
MP-5,Media Transport,","","Use Azure Import/Export or secure links with encryption for data transport. Use TLS for in-flight data.",""
MP-6,Media Sanitization and Disposal,","","Delete storage accounts securely. Use Azure Disk snapshot followed by delete. Ensure media wipe on decommission.",""
MP-6(1),Sanitization Techniques,","","Use zero-fill or crypto-erase for customer-attached disks. Azure encrypts and deallocates as per policy.",""
MP-6(2),Disposal Techniques,","","Azure erases VHDs on delete. For physical media (backup tapes), follow Azure compliance guidelines.",""
PE-1,Physical and Environmental Protection Policy and Procedures,","","Azure data centers are physically secure (checked via compliance docs). Customer: secure their premises and devices.",""
PE-2,Physical Access Authorizations,","","Use Azure AD for building/door access if integrated. (Not applicable to cloud assets.)",""
PE-3,Physical Access Control,","","Azure restricts data center access; customer ensures locks for on-prem endpoints. Use MFA for remote login.",""
PE-4,Access Control for Transmission Media,","","Encrypt network traffic (already handled by Azure network encryption).",""
PE-5,Access Control for Output Devices,","","Restrict print capabilities to authorized users (not Azure-specific).",""
PE-6,Monitoring Physical Access,","","Customers should log on-site server room entries. Azure published SOC reports cover data center monitoring.",""
PE-8,Visitor Control,","","Customer: escort and log visitors. Azure DC has vetting for employees.",""
PE-9,PoweMaintenance,","","Azure DCs have redundant power. Ensure on-prem emergency power if needed (UPS).",""
PE-11,Emergency Power,","","Azure provides redundant power. On-prem, use generators/UPS.",""
PE-12,Emergency Lighting,","","Azure DC: implemented by MS. On-prem, follow building codes.",""
PE-13,Fire Protection,","","Azure DC: FM-200. On-prem: install fire suppression; ensure room protection.",""
PE-14,Temperature and Humidity Controls,","","Azure DC: maintained by MS. On-prem: data center HVAC.",""
PE-15,Water Damage Protection,","","Azure DC: raised floors. On-prem: avoid water pipes near IT equipment.",""
PE-16,Delivery and Removal,","","Secure delivery areas; maintain audit logs of media movement (logistics).",""
PL-1,System Security and Privacy Plans,","","Document Azure-based system boundary, data flow diagrams. Use Azure Architecture Center guidance.","Manual planning documentation."
PL-2,System Security Plan,","","Complete SSP with Azure controls. Use Azure compliance manager templates.",""
PL-4,Risk Assessment,","","Conduct risk assessments with Azure data (Threat modeling). Use Azure Migrate security assessments.","Manual: document in planning process."
PM-1,Information Security Program Plan,","","Develop org-wide plan (outside Azure). Map Azure controls to plan; track in Azure DevOps.",""
PM-2,Information Security Program Policies,","","Publish security policies; reference Azure resource usage policies.",""
PM-3,Incident Response Testing,","","Align with IR-4. Use Azure tools to simulate incidents, record policy changes.",""
PM-4,Information Security Review,","","Review Azure security posture quarterly. Use Secure Score improvements.",""
PM-5,Plan of Action and Milestones,","","Use Azure DevOps or ITSM to track remediation of security gaps.",""
PM-6,Enterprise Architecture,","","Use Azure Well-Architected Framework. Document in architecture reviews.",""
PM-7,Security Engineering Principles,","","Apply secure dev principles: HTTPS by default, least privilege, logging, encrypt data at rest/in transit (Azure Storage, Azure TLS).",""
PM-8,Criticality Analysis,","","Classify Azure resources by impact. Use tagging and categorize compliance from CMMC or FedRAMP levels.",""
PM-9,Enterprise Mission/Business Process Definition,","","Use Azure Gov blueprints for compliance baselines. Define mission-critical services using Azure monitoring.",""
PM-10,Threat Modeling,","","Perform threat model using STRIDE on Azure design; use Microsoft Threat Modeling Tool.",""
PM-11,Information Security Architecture,","","Incorporate Azure security services in architecture (AAD, Key Vault, Firewall, ASR).",""
PM-12,Insider Threat Program,","","Monitor privileged access usage (Azure AD PIM reports). Use Microsoft 365 Insider Risk Management.",""
PS-1,Personnel Security Policy and Procedures,","","Define personnel screening in HR process. (No Azure service.)","Manual; follow hiring/exit policies, no specific Azure action."
PS-2,Position Risk Designation,","","Classify Azure roles (e.g., Admin vs Reader). Perform background checks for privileged roles.",""
PS-3,Personnel Screening,","","Ensure admins meet clearance. Use identity verification for Azure admin accounts.",""
PS-3(2),Screening Refresh,","","Re-screen periodically. Manage outside Azure.",""
PS-4,Personnel Termination,","","Upon employee departure, disable Azure AD account immediately; review access (PIM requires re-authz after termination).",""
PS-5,Personnel Transfer,","","Upon role change, reassign Azure roles promptly; update access reviews.",""
PS-6,Access Agreements,","","Have users acknowledge security rules; store signed agreements on file.",""
PS-7,Third-Party Personnel Security,","","Vendors with Azure access sign agreements; track external access in Azure AD B2B audits.",""
PS-8,Personnel Sanctions,","","Enforce disciplinary actions in HR; Azure logs show violations (read-only, manual enforcement).",""
RA-1,Risk Assessment Policy and Procedures,","","Define RA processes. Use Azure Advisor recommendations and Azure Secure Score as input.",""
RA-2,Risk Assessment,","","Use Azure Security Center & Advisor for continuous risk assessment; supplement with periodic risk analysis.",""
RA-2(1),Update,","","Regularly update threat intel from Azure Sentinel and Windows Event logs.",""
RA-3,Risk Assessment Update,","","Re-run risk analysis when system changes (new resources) or major updates; use Azure Reports.",""
RA-5,Vulnerability Scanning,","","Use Azure Defender vulnerability scanner. Schedule Qualys scans (integrated).",""
RA-5(1),Unauthenticated Scanning,","","Use host-based scanning with Azure agent if needed. Scanning inside VNet.",""
RA-5(2),Authenticated Scanning,","","Install Azure Defender sensor on VMs for deeper analysis.",""
RA-5(3),Remediation,","","Track findings in Azure Security Center recommendations; remediate via Update Management, NSGs.",""
RA-5(4),Continuous Monitoring,","","Enable continuous scanning (Microsoft Defender for Endpoint for servers).",""
RA-6,Technical Surveillance Countermeasures,","","Not relevant to cloud (physical measures).",""
SA-1,System and Services Acquisition Policy and Procedures,","","Define procurement with security; reference Azure Marketplace for approved services.",""
SA-2,Allocation of Resources,","","Plan budgeting for security tools (Defender, Sentinel, etc).",""
SA-3,System Development Life Cycle,","","Use Azure DevOps pipelines with security gates. Integrate security in code reviews (DevSecOps).",""
SA-4,Acquisition Process,","","Purchase only Azure-certified services. Use Azure Marketplace or AU Gov Marketplace.",""
SA-4(1),External Information Systems,","","Inspect and authorize external systems before integration (e.g., external FedRAMP services).",""
SA-4(2),Verification of Software,","","Use Azure Container Registry with image scanning; verify Microsoft-verified images.",""
SA-4(3),External Providers,","","Verify cloud providers (Microsoft) have FedRAMP. Use contractual assurances (MS online services terms).",""
